번호,낚시터명,낚시터유형,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,낚시터전화번호,수면적,주요어종,최대수용인원,수상시설물유형,이용요금,주요포인트,안전시설현황,편익시설현황,주변관광지,관리기관전화번호,관리기관명,데이터기준일자
4,해적바다실내낚시터,기타,"울산광역시 동구 화잠로 105, 지하 1층 (방어동)",울산광역시 동구 방어동 1024-12,35.47849091,129.413984,052-975-1136,57.31,"참돔, 점성어",25,고정형,"1시간 25,000원 2시간 35,000원 3시간 40,000원 6시간 65,000원",,"소화기, 구급약품","화장실, 쓰레기통",,052-209-3366,울산광역시 동구청,2024-07-30
1,조치원낚시터,평지,세종시 전동면 전동로 245,세종시 전동면 노장리 543-1,36.672891,127.269954,044-868-6662,0.4,붕어,230,좌대,0,,구명부환+구명조끼,화장실,,044-300-7635,세종특별자치시,2023-03-16
2,잡아잡아낚시카페,기타,세종시 조치원읍 새내16길 28,세종시 조치원읍 교리 17-14,36.604395,127.298527,044-864-9463,0.07,기타,22,좌대,0,,구명부환+구명조끼,화장실,,044-300-7635,세종특별자치시,2023-03-16
3,용천농장낚시터,평지,세종시 금남면 황토고개길 80-10,세종시 금남면 원봉리 546-2,36.453638,127.233773,,0.14,붕어,70,좌대,0,,구명부환+구명조끼,화장실,,044-300-7635,세종특별자치시,2023-03-16
1,어심바다낚시터,바다,"경기도 안산시 단원구 잘푸리길 109, 어심바다낚시터 (대부남동)",경기도 안산시 단원구 대부남동 1109,37.23606522,126.5658309,032-886-7313,6020,참돔+감성돔+우럭+도다리 등,95,수상잔교,1일 77000원,,"구명부환6,소화기12,구명조끼6(어린이3),화장실2 및 세면소 2,관리사무소,구급약품셋트1","음식점,관리사무소등",,031-481-3693,해양수산과,2023-12-06
2,해솔바다낚시터,바다,"경기도 안산시 단원구 구봉길 152, 해솔바다낚시터 (대부북동)",경기도 안산시 단원구 대부북동 1870-105,37.27837617,126.5542115,032-880-9865,16418,우럭+참돔+점성어+농어 등,100,없음,"1일 70,000원",,"구명부환4,소화기4,구급약품1,화장실2,세면소2,쓰레기통4,관리시설 및 통신시설","매점,식당,관리사무소",,031-481-3693,해양수산과,2023-12-06
3,우리실내낚시터,평지,"경기도 안산시 단원구 화랑로 28, 우리실내바다낚시터 지하1층 (원곡동)",경기도 안산시 단원구 원곡동 763-5 지하1층,37.3321166,126.7960887,031-494-9577,184.87,잉어+향어+붕어+메기 등,15,없음,"1일 30,000원",,"구명부환2,소화기1,구급약품1,화장실 및 세면소 1,쓰레기통2,관리시설 및 통신시설",없음,,031-481-3693,해양수산과,2023-12-06
4,k3바다낚시터,바다,"경기도 안산시 단원구 작은상재미길 86, k3바다낚시터 (대부동동)",경기도 안산시 단원구 대부동동 643-35 해성바다낚시터,37.25218005,126.6139694,032-886-5225,33204,우럭+참돔+농어+점성어등,100,없음,"1일 77,000원",,"구명부환4,소화기3,구급약품1,화장실2,세면소1,쓰레기통11,관리사무소,통신시설","매점,식당",,031-481-3693,해양수산과,2023-12-06
5,등대바다낚시터,바다,"경기도 안산시 단원구 금당구지길 91, 등대바다낚시터 (대부남동)",경기도 안산시 단원구 대부남동 187-4,37.23054271,126.5905621,032-881-1342,16256,우럭+점성어+농어+참동 등,145,수상좌대,"1일 77,000원",,"구명부환7,소화기4,구급약품세트1,구명조끼2,화장실3,세면실2,관리사무소",관리사무소(매점)및 음식점,,031-481-3693,해양수산과,2023-12-06
6,북동낚시터,저수지,"경기도 안산시 단원구 뻐꾹산길 98, 북동낚시터 (대부북동)",경기도 안산시 단원구 대부북동 999,37.25690318,126.5810408,032-882-9033,70000,붕어+잉어등,233,연안방갈로,1일 30000,,"구명부환43,소화기27,구급약품2,낚시터관리선1,구명조끼41,화장실5,세면소3,관리 및 통신시설","매점,식당",,031-481-3693,해양수산과,2023-12-06
7,조부장바다낚시터,바다,"경기도 안산시 단원구 구봉길 55, 조부장바다낚시터 (대부북동)",경기도 안산시 단원구 대부북동 1865-240,37.27139676,126.5618899,032-880-9778,231,우럭+돔종류+광어+랍스터 등,96,없음,"1일 70,000원+4시간 30,000",,"구명부환3,소화기8,구명조끼2,구급약품세트2,화장실2,세면소1,관리시설 및 통신시설,쓰레기통6","식당,휴게소,매점",,031-481-3693,해양수산과,2023-12-06
8,대부도바다낚시터,바다,"경기도 안산시 단원구 구봉타운길 22, 대부도바다낚시터 (대부북동)",경기도 안산시 단원구 대부북동 1870-72,37.27772841,126.5516876,032-886-4130,3600,우럭+참돔+농어+점성어등,200,수상좌대,"1일 70,000원",,"구명부환11,구명조끼28,소화기6,구급약품,화장실4,세면소2,쓰레기통6,관리사무소,방송시설",매점,,031-481-3693,해양수산과,2023-12-06
9,수암낚시터,저수지,"경기도 안산시 상록구 지장골길 51-18, 수암낚시터 (수암동)",경기도 안산시 상록구 수암동 17,37.37232031,126.8808464,031-480-6886,8400,향어+잉어+메기 등,100,없음,"1일 30,000",,"구명부환3,소화기3,구급약품1,화장실2,세면소2,관리실 및 통신시설","관리사무소(매점,식당)",,031-481-3693,해양수산과,2023-12-06
10,독도바다낚시터,바다,"경기도 안산시 단원구 새방죽길 165, 독도바다낚시터 (대부북동)",경기도 안산시 단원구 대부북동 642-172,37.23985943,126.5660486,032-884-1111,37121,우럭+참돔+점성어+농어 등,310,수상낚시터,"1일 75,000원",,"구명부환13,소화기8,구명조끼4,구급약품세트1,화장실7,세면소4,관리시설 및 통신시설","매점,식당,회센터,손질칸",,031-481-3693,해양수산과,2023-12-06
11,하늘바다낚시터,바다,"경기도 안산시 단원구 작은상재미길 99, 하늘바다낚시터 (대부동동)",경기도 안산시 단원구 대부동동 643-9 하늘바다낚시터,37.23338146,126.6077971,032-888-6662,45433,우럭+참돔+점성어+농어 등,100,없음,"1일 70,000원",,"구명부환4,소화기4,구급약품세트1,화장실2,세면소2,쓰레기통6,관리시설 및 통신시설","매점,식당,손질센터",,031-481-3693,해양수산과,2023-12-06
12,못말낚시터,평지,경기도 양주시 남면 현석로 781-14,경기도 양주시 남면 경신리 222,37.85149836,126.9821002,031-855-6633,0.9,"붕어,잉어",100,잔교형좌대,"25,000",-,해당사항 없음,해당사항 없음,-,031-8082-6132,시유지,2023-03-27
13,용암낚시터,저수지,,경기도 양주시 은현면 용암리 346-2,37.85284499,127.0500455,031-858-4797,0.5,"붕어,잉어",80,잔교형좌대,"20,000",-,해당사항 없음,해당사항 없음,-,031-8082-6132,시유지,2023-03-27
14,살구골낚시터,평지,,경기도 양주시 은현면 도하리 396,37.84001046,127.0042246,031-868-2683,1.9,"붕어,잉어",100,잔교형좌대,"25,000",-,해당사항 없음,해당사항 없음,-,031-8082-6132,시유지,2023-03-27
15,신암낚시터,저수지,경기도 양주시 남면 감악산로 514번길 365,경기도 양주시 남면 신암리 158,37.91971034,126.9640752,031-863-5882,5.5,"붕어,잉어",150,잔교형좌대,"25,000",-,해당사항 없음,해당사항 없음,-,031-950-3203,한국농어촌공사,2023-03-27
16,남방낚시터,저수지,경기도 양주시 양주산성로 280-7,경기도 양주시 어둔동 159,37.77576379,127.0180123,031-845-4855,8.4,"붕어,잉어",70,잔교형좌대,"25,000",-,해당사항 없음,해당사항 없음,-,031-950-3203,한국농어촌공사,2023-03-27
17,효촌낚시터,저수지,,경기도 양주시 광적면 효촌리 337-1,37.87937325,126.9561064,031-871-1323,37,"붕어,잉어",100,잔교형좌대,"20,000",-,해당사항 없음,해당사항 없음,-,031-950-3203,한국농어촌공사,2023-03-27
18,봉암낚시터,저수지,경기도 양주시 남면 양연로173번길 82-28,경기도 양주시 남면 황방리 230,37.9234617,126.994659,031-863-7679,17,"붕어,잉어",180,잔교형좌대,"25,000",-,해당사항 없음,해당사항 없음,-,031-950-3203,한국농어촌공사,2023-03-27
19,원당,저수지,,경기도 양주시 남면 황방리 377-1,37.92235363,126.9869436,031-865-5206,11.8,"붕어,잉어",200,잔교형좌대,"25,000",-,해당사항 없음,해당사항 없음,-,031-950-3203,한국농어촌공사,2023-03-27
20,칠봉산,평지,경기도 양주시 천보산로 201,경기도 양주시 회암동 194,37.85687137,127.0985831,031-866-1577,0.4,"붕어,잉어",50,잔교형좌대,"30,000",-,해당사항 없음,해당사항 없음,-,,개인,2023-03-27
21,광사,평지,경기도 양주시 부흥로 1864-40,경기도 양주시 광사동 373-10,37.7885519,127.0709504,031-847-0520,0.3,"붕어,잉어",100,잔교형좌대,"20,000",-,해당사항 없음,해당사항 없음,-,,개인,2023-03-27
22,동산,저수지,경기도 양주시 남면 감악산로514번길 54-20,경기도 양주시 남면 신암리 99-4,37.90829399,126.9653998,031-863-0002,0.2,"붕어,잉어",100,잔교형좌대,"20,000",-,해당사항 없음,해당사항 없음,-,,개인,2023-03-27
23,장자원,평지,경기도 양주시 장흥면 일영로502번길 2-105,경기도 양주시 장흥면 삼상리 455-1,37.68574374,126.9285218,031-855-7244,0.4,"붕어,잉어",100,잔교형좌대,"20,000",-,해당사항 없음,해당사항 없음,-,,개인,2023-03-27
24,은현피싱타운,평지,경기도 양주시 은현면 그루고개로490번길 49-27,경기도 양주시 은현면 도하리 120-4,37.85146262,127.0157938,031-863-8935,0.4,"붕어,잉어",60,잔교형좌대,"25,000",-,해당사항 없음,해당사항 없음,-,,개인,2023-03-27
25,삼하,평지,,"경기도 양주시 장흥면 삼하리 198-1,3,4",37.67330775,126.9088062,031-871-0047,0.5,"붕어,잉어",200,잔교형좌대,"20,000",-,해당사항 없음,해당사항 없음,-,,개인,2023-03-27
26,송추,평지,경기도 양주시 장흥면 호국로 586-24,경기도 양주시 장흥면 울대리 426-1,37.7177652,126.9792169,031-826-0529,0.3,붕어,72,잔교형좌대,"15,000",-,해당사항 없음,해당사항 없음,-,,개인,2023-03-27
27,일영낚시터,평지,,경기도 양주시 장흥면 일영리 572-4,37.70596996,126.9315963,031-855-5520,0.3,"붕어,잉어",160,잔교형좌대,"30,000",-,해당사항 없음,해당사항 없음,-,,개인,2023-03-27
28,자일낚시터,저수지,경기도 의정부시 호국로1860번길 79,,37.77156,127.105302,,2181,잉어류,50,수상좌대,"20,000",,구명부환+소화기+구급약품,화장실+분리수거통,,031-828-4032,의정부시 도시농업과,2024-01-11
29,가자실내낚시터,기타,경기도 의정부시 시민로 117(의정부동),,37.738678,127.04832,,265.2,잉어류,20,해당없음,"10,000(1시간기준)",,구명부환+소화기+구급약품,화장실+분리수거통,,031-828-4032,의정부시 도시농업과,2024-01-11
30,또또와 실내낚시카페,기타,경기도 의정부시 추동로19번길 7,,37.743652,127.057607,,271.78,잉어류+메기류,21,해당없음,"10,000(1시간기준)",,구명부환+소화기+구급약품,화장실+분리수거통,,031-828-4032,의정부시 도시농업과,2024-01-11
31,부림낚시터(부림저수지),저수지,경기도 양평군 개군면 불곡덕고갯길 134-66,경기도 양평군 개군면 부리 360,37.43924011,127.5477091,031-771-7409,5805,잉어+ 상어,100,부유형,30000,,구명부환+ 구명조끼+ 소화기+ 구급약품,화장실+ 쓰레기통,,031-770-3639,양평군 축산반려동물과,2024-07-23
32,수곡낚시터(어은저수지),저수지,경기도 양평군 지평면 어은길 71,경기도 양평군 지평면 수곡리 95-3,37.44059045,127.5999993,031-771-1233,51143,붕어,100,고정형,30000,,구명부환+ 구명조끼+ 소화기+ 구급약품,화장실+ 쓰레기통,생태숲산책로,031-770-3639,양평군 축산반려동물과,2024-07-23
33,월산낚시터(월산저수지),저수지,,경기도 양평군 지평면 월산리 525,37.47269801,127.6511908,031-774-4797,62117,상어+ 잉어+ 붕어,250,부유형,25000,상류쪽,구명부환+ 구명조끼+ 소화기+ 구급약품,화장실+ 쓰레기통,용문산,031-770-3639,양평군 축산반려동물과,2024-07-23
34,백동낚시터(백동저수지),저수지,,경기도 양평군 단월면 덕수리 20,37.56063061,127.6867879,031-772-7750,34162,붕어,100,고정형,30000,,구명부환+ 구명조끼+ 소화기+ 구급약품,화장실+ 쓰레기통,용문산,031-770-3639,양평군 축산반려동물과,2024-07-23
35,그린낚시터(전수저수지),저수지,경기도 양평군 강하면 수대길 110,경기도 양평군 강하면 전수리 215,37.48031275,127.4263199,031-774-2650,15528,붕어+ 잉어,60,고정형,25000,,구명부환+ 구명조끼+ 소화기+ 구급약품,화장실+ 쓰레기통,수변공원,031-770-3639,양평군 축산반려동물과,2024-07-23
36,신애낚시터,저수지,경기도 양평군 양평읍 새만이길 86,경기도 양평군 양평읍 신애리 236,37.51020947,127.4959266,031-775-5211,19486,향어+ 잉어,100,고정형,20000,,구명부환+ 구명조끼+ 소화기+ 구급약품,화장실+ 쓰레기통,,031-770-3639,양평군 축산반려동물과,2024-07-23
37,오빈낚시터(오빈저수지),저수지,,경기도 양평군 양평읍 덕평리 414-8,37.50612798,127.4898977,031-772-1612,21168,붕어,180,부유형,30000,,구명부환+ 구명조끼+ 소화기+ 구급약품,화장실+ 쓰레기통,용문산+ 유명산,031-770-3639,양평군 축산반려동물과,2024-07-23
38,대석낚시터(대석저수지),저수지,경기도 양평군 강상면 강남로 1811,경기도 양평군 강상면 대석리 114,37.4269477,127.4777729,031-771-0510,7264,붕어,90,고정형,30000,,구명부환+ 구명조끼+ 소화기+ 구급약품,화장실+ 쓰레기통,양자산계곡,031-770-3639,양평군 축산반려동물과,2024-07-23
39,향리낚시터(향리저수지),저수지,경기도 양평군 개군면 아랫상골길 45,경기도 양평군 개군면 향리 131-2,37.43479102,127.5667369,031-772-8681,120106,붕어+ 잉어,120,부유형,30000,,구명부환+ 구명조끼+ 소화기+ 구급약품,화장실+ 쓰레기통,칠흙산,031-770-3639,양평군 축산반려동물과,2024-07-23
40,세월낚시터,저수지,,경기도 양평군 강상면 세월리 586-2,37.44519278,127.4805659,031-774-5661,2600,붕어,30,부유형,30000,,구명부환+ 구명조끼+ 소화기+ 구급약품,화장실+ 쓰레기통,,031-770-3639,양평군 축산반려동물과,2024-07-23
41,대명낚시터,저수지,경기도 양평군 단월면 소부록길 35,경기도 양평군 단월면 부안리 379-2,37.56866935,127.6741137,,3013,상어+ 메기,60,부유형,30000,,구명부환+ 구명조끼+ 소화기+ 구급약품,화장실+ 쓰레기통,,031-770-3639,양평군 축산반려동물과,2024-07-23
42,피쉬랜드낚시터,저수지,경기도 양평군 강하면 강하2로 367,경기도 양평군 강하면 성덕리 262-4,37.46486201,127.4205487,,2089,메기+ 철갑상어,50,고정형,30000,,구명부환+ 구명조끼+ 소화기+ 구급약품,화장실+ 쓰레기통,,031-770-3639,양평군 축산반려동물과,2024-07-23
43,고재낚시터,저수지,경기도 양평군 지평면 고재길 108,경기도 양평군 지평면 곡수리 536,37.42743942,127.606234,031-773-1199,2889,붕어+ 메기+ 송어,24,고정형,30000,,구명부환+ 구명조끼+ 소화기+ 구급약품,화장실+ 쓰레기통,,031-770-3639,양평군 축산반려동물과,2024-07-23
44,이화,기타,,김포시 고촌읍 태리 584-3,37.59474754,126.7371851,031-986-3223,0.35,붕어+잉어+기타어류,99,고정형,"35,000원",,"소화기, 구명환, 약품 등","화장실, 쓰레기통 등",,031-980-2823,경기도 김포시,2020-12-23
